personId,firstName,lastName,birthDate,height,weight,nbSeasons,jerseyNumber,position,startYear,endYear,draftYear,draftRound,draftNumber
2209,Vladimir,Radmanovic,1980-11-19,208.0,106.0,13,77,Forward,2001,2012,2001,1,12
2210,Richard,Jefferson,1980-06-21,200.0,105.0,18,22,Forward,2001,2017,2001,1,13
2211,Troy,Murphy,1980-05-02,210.0,111.0,12,,Forward-Center,2001,2012,2001,1,14
2212,Steven,Hunter,1981-10-31,213.0,108.0,9,45,Center,2001,2009,2001,1,15
2213,Kirk,Haston,1979-03-10,205.0,109.0,3,35,Forward,2001,2002,2001,1,16
2214,Michael,Bradley,1979-04-18,208.0,111.0,5,5,Forward,2001,2005,2001,1,17
2215,Jason,Collins,1978-12-02,213.0,115.0,13,98,Center,2001,2013,2001,1,18
2216,Zach,Randolph,1981-07-16,205.0,113.0,18,50,Forward,2001,2017,2001,1,19
2217,Brendan,Haywood,1979-11-27,213.0,119.0,13,33,Center,2001,2014,2001,1,20
2219,Jeryl,Sasser,1979-02-13,198.0,90.0,3,5,Guard,2001,2002,2001,1,22
2220,Brandon,Armstrong,1980-06-16,195.0,83.0,4,1,Guard,2001,2003,2001,1,23
2221,Raul,Lopez,1980-04-15,182.0,79.0,3,,Guard,2002,2004,2001,1,24
2222,Gerald,Wallace,1982-07-23,200.0,99.0,15,45,Forward,2001,2014,2001,1,25
2223,Samuel,Dalembert,1980-05-10,210.0,115.0,14,,Center,2001,2014,2001,1,26
2224,Jamaal,Tinsley,1978-02-28,190.0,85.0,11,,Guard,2001,2013,2001,1,27
2225,Tony,Parker,1982-05-17,187.0,83.0,19,9,Guard,2001,2018,2001,1,28
2226,Will,Solomon,1978-07-20,185.0,83.0,2,,Guard,2001,2008,2001,2,32
2228,Alton,Ford,1981-05-29,205.0,127.0,4,,Forward,2001,2003,2001,2,50
2230,Maurice,Evans,1978-11-08,195.0,99.0,10,6,Guard-Forward,2001,2011,Undrafted,Undrafted,Undrafted
2238,Antonis,Fotsis,1981-04-01,208.0,99.0,1,6,Forward,2001,2001,2001,2,47
2239,Trenton,Hassell,1979-03-04,195.0,102.0,10,44,Forward-Guard,2001,2009,2001,2,29
2240,Gilbert,Arenas,1982-01-06,193.0,97.0,12,10,Guard,2001,2011,2001,2,30
2241,Omar,Cook,1982-01-28,185.0,86.0,3,1,Guard,2001,2004,2001,2,31
2242,Terence,Morris,1979-01-11,,,3,,,2001,2008,2001,2,33
2243,Brian,Scalabrine,1978-03-18,205.0,106.0,12,24,Forward,2001,2011,2001,2,34
2246,Mehmet,Okur,1979-05-26,210.0,117.0,10,,Center,2002,2011,2001,2,37
2248,Earl,Watson,1979-06-12,185.0,90.0,13,17,Guard,2001,2013,2001,2,39
2249,Jamison,Brewer,1980-11-19,193.0,88.0,4,,Guard,2001,2004,2001,2,40
2250,Bobby,Simmons,1980-06-02,198.0,106.0,11,21,Forward,2001,2011,2001,2,41
2253,Sean,Lampley,1979-09-03,198.0,96.0,2,,Forward,2002,2003,2001,2,44
2254,Loren,Woods,1978-06-21,218.0,117.0,7,33,Center,2001,2007,2001,2,45
2257,Ruben,Boumtje-Boumtje,1978-05-20,213.0,116.0,4,44,Center,2001,2003,2001,2,49
2260,Jarron,Collins,1978-12-02,210.0,112.0,10,,Center,2001,2010,2001,2,52
2261,Kenny,Satterfield,1981-04-10,187.0,77.0,3,11,Guard,2001,2002,2001,2,53
2264,Alvin,Jones,1978-09-09,210.0,120.0,2,42,Center,2001,2002,2001,2,56
2294,Charlie,Bell,1979-03-12,190.0,90.0,8,34,Guard,2001,2010,Undrafted,Undrafted,Undrafted
2306,Carlos,Arroyo,1979-07-30,187.0,90.0,10,45,Guard,2001,2010,Undrafted,Undrafted,Undrafted
2343,Joe,Crispin,1979-07-18,182.0,83.0,2,11,Guard,2001,2001,Undrafted,Undrafted,Undrafted
2349,Victor,Alexander,1969-08-31,208.0,120.0,5,9,Forward,1991,2001,1991,1,17
2351,Oscar,Torres,1976-12-18,198.0,95.0,2,18,Guard-Forward,2001,2002,Undrafted,Undrafted,Undrafted
2352,Dean,Oliver,1978-11-05,180.0,79.0,2,2,Guard,2001,2002,Undrafted,Undrafted,Undrafted
2357,Tierre,Brown,1979-06-03,187.0,85.0,5,,Guard,2001,2004,Undrafted,Undrafted,Undrafted
2365,Chris,Andersen,1978-07-07,208.0,111.0,15,,Forward-Center,2001,2016,Undrafted,Undrafted,Undrafted
2366,Mike,Wilks,1979-05-07,177.0,81.0,8,,Guard,2002,2009,Undrafted,Undrafted,Undrafted
2370,Mengke,Bateer,1975-11-20,210.0,131.0,4,,Center,2001,2003,Undrafted,Undrafted,Undrafted
2397,Yao,Ming,1980-09-12,228.0,140.0,9,11,Center,2002,2010,2002,1,1
2398,Jay,Williams,1981-09-10,187.0,88.0,1,22,Guard,2002,2002,2002,1,2
2400,Drew,Gooden,1981-09-24,208.0,113.0,15,90,Forward,2002,2015,2002,1,4
2401,Nikoloz,Tskitishvili,1983-04-14,213.0,102.0,5,15,Forward,2002,2005,2002,1,5
2402,Dajuan,Wagner,1983-02-04,190.0,90.0,4,,Guard,2002,2006,2002,1,6
2403,Nene,Hilario,1982-09-13,210.0,113.0,18,42,Center-Forward,2002,2018,2002,1,7
2404,Chris,Wilcox,1982-09-03,208.0,106.0,12,44,Forward-Center,2002,2012,2002,1,8
2405,Amar'e,Stoudemire,1982-11-16,208.0,111.0,15,5,Forward-Center,2002,2015,2002,1,9
2406,Caron,Butler,1980-03-13,200.0,103.0,15,31,Forward,2002,2015,2002,1,10
2407,Jared,Jeffries,1981-11-25,210.0,108.0,12,1,Forward,2002,2012,2002,1,11
2408,Melvin,Ely,1978-05-02,208.0,117.0,9,4,Center-Forward,2002,2013,2002,1,12
2409,Marcus,Haislip,1980-12-22,208.0,104.0,4,,Forward,2002,2009,2002,1,13
2410,Fred,Jones,1979-03-11,187.0,102.0,8,2,Guard,2002,2008,2002,1,14
2411,Bostjan,Nachbar,1980-07-03,205.0,100.0,7,7,Forward,2002,2007,2002,1,15
2412,Jiri,Welsch,1980-01-27,200.0,94.0,4,44,Forward,2002,2005,2002,1,16
2413,Juan,Dixon,1978-10-09,190.0,74.0,8,12,Guard,2002,2008,2002,1,17
2414,Curtis,Borchardt,1980-09-13,213.0,109.0,3,22,Center,2002,2004,2002,1,18
2415,Ryan,Humphrey,1979-07-24,203.0,106.0,4,,Forward,2002,2004,2002,1,19
2416,Kareem,Rush,1980-10-30,198.0,97.0,7,,Guard,2002,2009,2002,1,20
2417,Qyntel,Woods,1981-02-16,203.0,99.0,4,6,Forward-Guard,2002,2005,2002,1,21
2418,Casey,Jacobsen,1981-03-19,198.0,97.0,5,23,Guard,2002,2007,2002,1,22
2419,Tayshaun,Prince,1980-02-28,205.0,96.0,15,12,Forward,2002,2015,2002,1,23
2420,Nenad,Krstic,1983-07-25,213.0,108.0,8,4,Center,2004,2010,2002,1,24
2421,Frank,Williams,1980-02-25,190.0,96.0,4,30,Guard,2002,2004,2002,1,25
2422,John,Salmons,1979-12-12,198.0,95.0,13,,Forward,2002,2014,2002,1,26
2423,Chris,Jefferies,1980-02-13,203.0,104.0,3,6,Forward,2002,2003,2002,1,27
2424,Dan,Dickau,1978-09-16,182.0,81.0,7,10,Guard,2002,2007,2002,1,28
2425,Robert,Archibald,1980-03-29,210.0,113.0,3,34,Forward,2002,2003,2002,2,31
2427,Roger,Mason Jr.,1980-09-10,195.0,92.0,11,,Guard,2002,2013,2002,2,30
2428,Vincent,Yarbrough,1981-03-21,200.0,95.0,2,3,Forward,2002,2002,2002,2,32
2429,Dan,Gadzuric,1978-02-02,210.0,108.0,11,50,Center,2002,2011,2002,2,33
2430,Carlos,Boozer,1981-11-20,205.0,117.0,13,5,Forward,2002,2014,2002,2,34
2431,David,Andersen,1980-06-23,,,20,,,2009,2017,2002,2,36
2434,Juan Carlos,Navarro,1980-06-13,,,1,,,2007,2016,2002,2,39
2435,Mario,Kasun,1980-04-05,215.0,117.0,2,41,Center,2004,2005,2002,2,40
2436,Flip,Murray,1979-07-29,190.0,90.0,9,6,Guard,2002,2009,2002,2,41
2437,Lonny,Baxter,1979-01-27,203.0,117.0,4,35,Forward,2002,2005,2002,2,43
2440,Matt,Barnes,1980-03-09,200.0,102.0,15,22,Forward,2002,2016,2002,2,45
2441,Jamal,Sampson,1983-05-15,210.0,106.0,6,7,Forward-Center,2002,2006,2002,2,46
2443,Darius,Songaila,1978-02-14,205.0,112.0,9,25,Forward,2003,2010,2002,2,49
2446,Rasual,Butler,1979-05-23,200.0,97.0,14,,Forward,2002,2015,2002,2,52
2447,Tamar,Slay,1980-04-02,203.0,99.0,4,,Guard,2002,2004,2002,2,53
2449,Luis,Scola,1980-04-30,205.0,109.0,10,,Forward,2007,2016,2002,2,55
2452,J.R.,Bremer,1980-09-19,187.0,83.0,3,9,Guard,2002,2003,Undrafted,Undrafted,Undrafted
2453,Predrag,Savovic,1976-05-21,198.0,102.0,2,4,Guard,2002,2002,Undrafted,Undrafted,Undrafted
2454,Junior,Harrington,1980-10-02,193.0,86.0,4,10,Guard,2002,2006,Undrafted,Undrafted,Undrafted
2456,Cezary,Trybanski,1979-09-22,218.0,108.0,3,14,Center,2002,2003,Undrafted,Undrafted,Undrafted
2457,Jannero,Pargo,1979-10-22,185.0,83.0,11,,Guard,2002,2014,Undrafted,Undrafted,Undrafted
2469,Pat,Burke,1973-12-14,210.0,113.0,4,11,Center-Forward,2002,2006,Undrafted,Undrafted,Undrafted
2470,Smush,Parker,1981-06-01,193.0,86.0,6,1,Guard,2002,2007,Undrafted,Undrafted,Undrafted
2471,Mike,Batiste,1977-11-21,,,2,,,2002,2007,Undrafted,Undrafted,Undrafted
2484,Devin,Brown,1978-12-30,195.0,95.0,9,32,Guard,2002,2009,Undrafted,Undrafted,Undrafted
2499,Richie,Frahm,1977-08-14,195.0,91.0,4,,Guard,2002,2007,Undrafted,Undrafted,Undrafted
2501,Reggie,Evans,1980-05-18,203.0,111.0,13,30,Center-Forward,2002,2014,Undrafted,Undrafted,Undrafted
2544,LeBron,James,1984-12-30,205.0,113.0,22,23,Forward,2003,2025,2003,1,1
2545,Darko,Milicic,1985-06-20,213.0,124.0,10,,Center,2003,2012,2003,1,2
2546,Carmelo,Anthony,1984-05-29,200.0,107.0,20,7,Forward,2003,2021,2003,1,3
2547,Chris,Bosh,1984-03-24,210.0,106.0,14,1,Forward,2003,2016,2003,1,4
2548,Dwyane,Wade,1982-01-17,193.0,99.0,17,3,Guard,2003,2018,2003,1,5
2549,Chris,Kaman,1982-04-28,213.0,120.0,14,35,Center,2003,2015,2003,1,6
2550,Kirk,Hinrich,1981-01-02,193.0,86.0,14,12,Guard,2003,2015,2003,1,7
2551,T.J.,Ford,1983-03-24,182.0,74.0,8,,Guard,2003,2011,2003,1,8
2552,Michael,Sweetney,1982-10-25,203.0,122.0,5,50,Forward,2003,2006,2003,1,9
2553,Jarvis,Hayes,1981-08-09,203.0,103.0,8,22,Forward,2003,2009,2003,1,10
2554,Mickael,Pietrus,1982-02-07,198.0,97.0,11,20,Forward,2003,2012,2003,1,11
2555,Nick,Collison,1980-10-26,208.0,115.0,15,4,Forward-Center,2003,2017,2003,1,12
2556,Marcus,Banks,1981-11-19,187.0,92.0,9,15,Guard,2003,2010,2003,1,13
2557,Luke,Ridnour,1981-02-13,187.0,79.0,12,13,Guard,2003,2014,2003,1,14
2558,Reece,Gaines,1981-01-07,198.0,92.0,3,,Guard,2003,2005,2003,1,15
2560,Zarko,Cabarkapa,1981-05-21,210.0,104.0,4,11,Forward-Center,2003,2006,2003,1,17
2561,David,West,1980-08-29,205.0,113.0,16,3,Forward,2003,2017,2003,1,18
2562,Sasha,Pavlovic,1983-11-15,200.0,106.0,11,3,Guard-Forward,2003,2012,2003,1,19
2563,Dahntay,Jones,1980-12-27,198.0,102.0,14,30,Guard-Forward,2003,2016,2003,1,20
2564,Boris,Diaw,1982-04-16,203.0,113.0,15,33,Center-Forward,2003,2016,2003,1,21
2565,Zoran,Planinic,1982-09-12,,,3,,,2003,2008,2003,1,22
2566,Travis,Outlaw,1984-09-18,205.0,93.0,11,25,Forward,2003,2013,2003,1,23
2567,Brian,Cook,1980-12-04,205.0,113.0,10,43,Center-Forward,2003,2011,2003,1,24
2568,Carlos,Delfino,1982-08-29,198.0,104.0,9,10,Guard-Forward,2004,2013,2003,1,25
2569,Ndudi,Ebi,1984-06-18,205.0,88.0,3,44,Forward,2003,2004,2003,1,26
2570,Kendrick,Perkins,1984-11-10,208.0,122.0,14,21,Center,2003,2017,2003,1,27
2571,Leandro,Barbosa,1982-11-28,190.0,87.0,15,19,Guard,2003,2016,2003,1,28
2572,Josh,Howard,1980-04-28,200.0,95.0,10,,Forward-Guard,2003,2012,2003,1,29
2573,Maciej,Lampe,1985-02-05,210.0,124.0,3,15,Forward,2003,2005,2003,2,30
2574,Jason,Kapono,1981-02-02,203.0,97.0,9,,Forward,2003,2011,2003,2,31
2575,Luke,Walton,1980-03-28,203.0,106.0,11,4,Forward,2003,2012,2003,2,32
2580,Travis,Hansen,1978-04-15,198.0,92.0,2,6,Guard-Forward,2003,2003,2003,2,37
2581,Steve,Blake,1980-02-26,190.0,78.0,14,22,Guard,2003,2015,2003,2,38
2584,Willie,Green,1981-07-28,190.0,92.0,12,34,Guard,2003,2014,2003,2,41
2585,Zaza,Pachulia,1984-02-10,210.0,122.0,17,27,Center,2003,2018,2003,2,42
2586,Keith,Bogans,1980-05-12,195.0,97.0,11,4,Guard-Forward,2003,2013,2003,2,43
2588,Matt,Bonner,1980-04-05,208.0,106.0,13,15,Center-Forward,2004,2015,2003,2,45
2590,Mo,Williams,1982-12-19,185.0,89.0,14,52,Guard,2003,2015,2003,2,47
2592,James,Jones,1980-10-04,203.0,98.0,15,1,Guard-Forward,2003,2016,2003,2,49
2594,Kyle,Korver,1981-03-17,200.0,96.0,18,26,Guard-Forward,2003,2019,2003,2,51
2599,Brandon,Hunter,1980-11-24,200.0,120.0,3,34,Forward,2003,2004,2003,2,56
2604,Theron,Smith,1980-10-03,203.0,102.0,3,,Forward,2003,2004,Undrafted,Undrafted,Undrafted
2605,Marquis,Daniels,1981-01-07,198.0,90.0,11,6,Forward,2003,2012,Undrafted,Undrafted,Undrafted
2617,Udonis,Haslem,1980-06-09,200.0,106.0,21,40,Forward,2003,2022,Undrafted,Undrafted,Undrafted
2624,Quinton,Ross,1981-04-30,198.0,87.0,7,,Forward-Guard,2004,2010,Undrafted,Undrafted,Undrafted
2639,Britton,Johnsen,1979-07-08,208.0,95.0,2,,Forward,2003,2004,Undrafted,Undrafted,Undrafted
2648,Ronald,Dupree,1981-01-26,200.0,94.0,7,,Forward,2003,2010,Undrafted,Undrafted,Undrafted
2652,Shelton,Jones,1966-04-06,203.0,95.0,2,31,Forward,1988,1988,1988,2,27
2668,Josh,Davis,1980-08-10,203.0,106.0,4,,Forward,2003,2011,Undrafted,Undrafted,Undrafted
2669,Linton,Johnson,1980-06-13,203.0,92.0,7,54,Forward,2003,2008,Undrafted,Undrafted,Undrafted
2679,Matt,Carroll,1980-08-28,198.0,96.0,10,,Guard,2003,2012,Undrafted,Undrafted,Undrafted
2684,Melvin,Sanders,1981-01-03,195.0,95.0,2,,Guard-Forward,2005,2005,Undrafted,Undrafted,Undrafted
2693,Keith,McLeod,1979-11-05,187.0,86.0,5,20,Guard,2003,2006,Undrafted,Undrafted,Undrafted
2694,Josh,Powell,1983-01-25,205.0,108.0,8,21,Forward,2005,2013,Undrafted,Undrafted,Undrafted
2696,Lynn,Greer,1979-10-23,187.0,79.0,2,3,Guard,2006,2006,Undrafted,Undrafted,Undrafted
2730,Dwight,Howard,1985-12-08,208.0,120.0,19,39,Center-Forward,2004,2021,2004,1,1
2731,Emeka,Okafor,1982-09-28,208.0,115.0,11,50,Center,2004,2017,2004,1,2
2732,Ben,Gordon,1983-04-04,190.0,92.0,12,7,Guard,2004,2014,2004,1,3
2733,Shaun,Livingston,1985-09-11,200.0,87.0,16,34,Guard,2004,2018,2004,1,4
2734,Devin,Harris,1983-02-27,190.0,83.0,16,34,Guard,2004,2018,2004,1,5
2735,Josh,Childress,1983-06-20,203.0,95.0,9,,Forward-Guard,2004,2013,2004,1,6
2736,Luol,Deng,1985-04-16,205.0,107.0,16,9,Forward,2004,2018,2004,1,7
2737,Rafael,Araujo,1980-08-12,210.0,122.0,4,55,Center,2004,2006,2004,1,8
2738,Andre,Iguodala,1984-01-28,198.0,97.0,20,9,Guard-Forward,2004,2022,2004,1,9
2739,Luke,Jackson,1981-11-06,200.0,97.0,5,,Forward-Guard,2004,2007,2004,1,10
2740,Andris,Biedrins,1986-04-02,213.0,113.0,10,,Center,2004,2013,2004,1,11
2741,Robert,Swift,1985-12-03,215.0,122.0,5,31,Center,2004,2008,2004,1,12
2742,Sebastian,Telfair,1985-06-09,182.0,77.0,10,,Guard,2004,2014,2004,1,13
2743,Kris,Humphries,1985-02-06,205.0,106.0,14,43,Forward,2004,2016,2004,1,14
2744,Al,Jefferson,1985-01-04,208.0,127.0,14,25,Center,2004,2017,2004,1,15
2745,Kirk,Snyder,1983-06-05,198.0,102.0,5,30,Forward-Guard,2004,2007,2004,1,16
2746,Josh,Smith,1985-12-05,205.0,102.0,13,,Forward,2004,2017,2004,1,17
2747,JR,Smith,1985-09-09,198.0,99.0,17,21,Guard,2004,2019,2004,1,18
2748,Dorell,Wright,1985-12-02,205.0,92.0,12,11,Forward-Guard,2004,2015,2004,1,19
2749,Jameer,Nelson,1982-02-09,182.0,86.0,15,41,Guard,2004,2017,2004,1,20
2751,Viktor,Khryapa,1982-08-03,,,4,,,2004,2008,2004,1,22
2752,Sergei,Monia,1983-04-15,203.0,99.0,1,,Forward,2005,2005,2004,1,23
2753,Delonte,West,1983-07-26,190.0,81.0,9,13,Guard,2004,2011,2004,1,24
2754,Tony,Allen,1982-01-11,193.0,96.0,14,,Guard-Forward,2004,2017,2004,1,25
2755,Kevin,Martin,1983-02-01,200.0,90.0,13,23,Guard,2004,2015,2004,1,26
2756,Sasha,Vujacic,1984-03-08,200.0,88.0,11,18,Guard,2004,2016,2004,1,27
2757,Beno,Udrih,1982-07-05,190.0,92.0,14,19,Guard,2004,2016,2004,1,28
2758,David,Harrison,1982-08-15,213.0,127.0,5,13,Center,2004,2007,2004,1,29
2760,Anderson,Varejao,1982-09-28,210.0,117.0,14,,Forward,2004,2020,2004,2,30
2761,Jackson,Vroman,1981-06-06,208.0,99.0,2,,Forward-Center,2004,2005,2004,2,31
2763,Lionel,Chalmers,1980-11-10,182.0,81.0,2,0,Guard,2004,2004,2004,2,33
2764,Donta,Smith,1983-11-27,200.0,97.0,2,15,Guard,2004,2005,2004,2,34
2766,Antonio,Burks,1980-02-25,182.0,88.0,2,1,Guard,2004,2005,2004,2,36
2767,Royal,Ivey,1981-12-20,193.0,90.0,10,,Guard,2004,2013,2004,2,37
2768,Chris,Duhon,1982-08-31,185.0,86.0,10,21,Guard,2004,2012,2004,2,38
2770,Justin,Reed,1982-01-16,203.0,108.0,4,,Forward,2004,2006,2004,2,40
2772,Trevor,Ariza,1985-06-30,203.0,97.0,18,,Forward,2004,2021,2004,2,43
2774,Bernard,Robinson,1980-12-26,198.0,95.0,4,22,Guard-Forward,2004,2006,2004,2,45
2775,Seung-Jin,Ha,1985-08-04,220.0,138.0,3,5,Center,2004,2005,2004,2,46
2776,Pape,Sow,1981-11-22,208.0,113.0,4,9,Forward,2004,2006,2004,2,47
2779,Vassilis,Spanoulis,1982-08-02,193.0,88.0,1,10,Guard,2006,2006,2004,2,50
2782,Matt,Freije,1981-10-02,205.0,112.0,3,,Forward,2004,2006,2004,2,53
2784,Luis,Flores,1981-04-11,187.0,88.0,2,12,Guard,2004,2004,2004,2,55
2788,DJ,Mbenga,1980-12-30,213.0,115.0,8,28,Center,2004,2010,Undrafted,Undrafted,Undrafted
2804,Andres,Nocioni,1979-11-30,,,8,,,2004,2016,Undrafted,Undrafted,Undrafted
2809,Gerald,Fitch,1982-08-12,190.0,85.0,2,,Guard,2005,2005,Undrafted,Undrafted,Undrafted
2810,Andre,Brown,1981-05-12,205.0,111.0,4,,Forward,2006,2008,Undrafted,Undrafted,Undrafted
2823,John,Edwards,1981-07-31,213.0,124.0,3,54,Center,2004,2005,Undrafted,Undrafted,Undrafted
2839,James,Thomas,1980-11-22,205.0,111.0,2,,Forward,2004,2005,Undrafted,Undrafted,Undrafted
2845,Erik,Daniels,1982-04-01,,,2,,,2004,2007,Undrafted,Undrafted,Undrafted
2852,Awvee,Storey,1977-04-18,198.0,102.0,4,20,Forward-Guard,2004,2007,Undrafted,Undrafted,Undrafted
2853,Earl,Barron,1981-08-14,213.0,113.0,9,30,Forward-Center,2005,2014,Undrafted,Undrafted,Undrafted
2857,Andre,Barrett,1982-02-21,177.0,78.0,5,,Guard,2004,2007,Undrafted,Undrafted,Undrafted
2863,Damien,Wilkins,1980-01-11,198.0,98.0,10,,Guard-Forward,2004,2017,Undrafted,Undrafted,Undrafted
2866,Jackie,Butler,1985-03-10,208.0,117.0,4,45,Center,2004,2006,Undrafted,Undrafted,Undrafted
2873,Billy,Thomas,1975-12-23,195.0,99.0,4,12,Guard,2004,2007,Undrafted,Undrafted,Undrafted
2876,Jared,Reiner,1982-04-08,210.0,115.0,3,55,Center,2004,2006,Undrafted,Undrafted,Undrafted
76001,Alaa,Abdelnaby,1968-06-24,208.0,108.0,5,30,Forward,1990,1994,1990,1,25
76003,Kareem,Abdul-Jabbar,1947-04-16,218.0,102.0,20,33,Center,1969,1988,1969,1,1
76005,Tom,Abernethy,1954-05-06,200.0,99.0,5,5,Forward,1976,1980,1976,3,43
76009,Mark,Acres,1962-11-15,210.0,99.0,6,42,Center,1987,1992,1985,2,40
76011,Alvan,Adams,1954-07-19,205.0,95.0,13,33,Center,1975,1987,1975,1,4
76016,Mark,Aguirre,1959-12-10,198.0,105.0,13,7,Forward,1981,1993,1981,1,1
76017,Danny,Ainge,1959-03-17,195.0,79.0,14,22,Guard,1981,1994,1981,2,31
76019,Mark,Alarie,1963-12-11,203.0,98.0,5,31,Forward,1986,1990,1986,1,18
76021,Chuck,Aleksinas,1959-02-26,210.0,117.0,1,50,Center,1984,1984,1982,4,76
76024,Steve,Alford,1964-11-23,187.0,83.0,4,4,Guard,1987,1990,1987,2,26
76025,Randy,Allen,1965-01-26,203.0,99.0,2,33,Forward,1988,1989,Undrafted,Undrafted,Undrafted
76030,Darrell,Allums,1958-09-12,203.0,99.0,1,32,Forward,1980,1980,1980,5,103
76042,Michael,Anderson,1966-03-23,180.0,83.0,1,10,Guard,1988,1988,1988,3,73
76043,Mitchell,Anderson,1960-09-23,203.0,88.0,3,11,Forward,1982,1984,1982,2,36
76045,Richard,Anderson,1960-11-19,208.0,108.0,6,35,Forward,1982,1989,1982,2,32
76046,Ron,Anderson,1958-10-15,200.0,97.0,10,35,Forward,1984,1993,1984,2,27
76050,Michael,Ansley,1967-02-08,200.0,102.0,3,54,Forward,1989,1991,1989,2,37
76054,Nate,Archibald,1948-09-02,185.0,68.0,13,1,Guard,1970,1983,1970,2,19
76078,Dennis,Awtrey,1948-02-22,208.0,106.0,12,20,Center,1970,1981,1970,3,46
76082,John,Bagley,1960-04-23,182.0,83.0,11,5,Guard,1982,1993,1982,1,12
76085,James,Bailey,1957-05-21,205.0,99.0,9,2,Forward,1979,1987,1979,1,6
76091,Greg,Ballard,1955-01-29,200.0,97.0,11,42,Forward,1977,1988,1977,1,4
76093,Gene,Banks,1959-05-15,200.0,97.0,6,20,Forward,1981,1986,1981,2,28
76094,Ken,Bannister,1960-04-01,205.0,106.0,5,51,Forward,1984,1990,1984,7,156
76095,Mike,Bantom,1951-12-03,205.0,90.0,9,42,Forward,1973,1981,1973,1,8
76097,Stephen,Bardo,1968-04-05,195.0,86.0,3,25,Guard,1991,1995,1990,2,41
76121,Billyray,Bates,1956-05-31,193.0,95.0,4,35,Guard,1979,1982,1978,3,47
76123,Kenny,Battle,1964-10-10,198.0,95.0,4,8,Guard,1989,1992,1989,1,27
76124,Dave,Batton,1956-03-26,208.0,108.0,2,45,Center,1982,1983,1978,3,62
76138,William,Bedford,1963-12-14,213.0,102.0,6,0,Center,1986,1992,1986,1,6
76148,Tony,Bennett,1969-06-01,182.0,79.0,3,25,Guard,1992,1994,1992,2,35
76151,Mel,Bennett,1955-01-04,200.0,90.0,4,52,Forward,1976,1981,Undrafted,Undrafted,Undrafted
76152,Winston,Bennett,1965-02-09,200.0,95.0,3,30,Guard,1989,1991,1988,3,64
76154,Kent,Benson,1954-12-27,210.0,106.0,11,54,Center,1977,1987,1977,1,1
76157,Ricky,Berry,1964-10-06,203.0,92.0,1,34,Forward,1988,1988,1988,1,18
76158,Walter,Berry,1964-05-14,203.0,97.0,3,6,Forward,1986,1988,1986,1,14
76162,Henry,Bibby,1949-11-24,185.0,83.0,9,10-15,Guard,1972,1980,1972,4,58
76170,Otis,Birdsong,1955-12-09,190.0,86.0,12,12,Guard,1977,1988,1977,1,2
76172,Uwe,Blab,1962-03-26,215.0,114.0,5,33,Center,1985,1989,1985,1,17
76176,Rolando,Blackman,1959-02-26,198.0,86.0,13,22,Guard,1981,1993,1981,1,9
76177,Cory,Blackwell,1963-03-27,198.0,95.0,1,30,Forward,1984,1984,1984,2,28
76180,Alex,Blackwell,1970-06-27,198.0,113.0,1,30,Forward,1992,1992,Undrafted,Undrafted,Undrafted
76183,Lance,Blanks,1966-09-09,193.0,86.0,3,21,Guard,1990,1992,1990,1,26
76189,Ray,Blume,1958-09-23,193.0,83.0,1,22,Guard,1981,1981,1981,2,36
76195,Manute,Bol,1962-10-16,228.0,90.0,10,1,Center,1985,1994,1985,2,31
76204,Ron,Boone,1946-09-06,187.0,90.0,5,24,Guard,1976,1980,1968,11,147
76213,Tom,Boswell,1953-10-02,203.0,99.0,6,33,Forward,1975,1983,1975,1,17
76217,Sam,Bowie,1961-03-17,215.0,106.0,10,31,Center,1984,1994,1984,1,2
76225,Winford,Boynes,1957-05-17,198.0,83.0,3,6,Guard,1978,1980,1978,1,13
76228,Alex,Bradley,1959-10-30,198.0,97.0,1,30,Forward,1981,1981,1981,4,86
76230,Charles,Bradley,1959-05-16,195.0,97.0,3,30,Guard,1981,1983,1981,1,23
76231,Dudley,Bradley,1957-03-19,198.0,88.0,9,22,Guard,1979,1988,1979,1,13
76237,Adrian,Branch,1963-11-17,200.0,83.0,4,1,Forward,1986,1989,1985,2,46
76239,Brad,Branson,1958-09-24,208.0,99.0,2,52,Forward,1981,1982,1980,2,45
76242,Mike,Bratz,1955-10-17,187.0,83.0,9,10,Guard,1977,1985,1977,3,66
76247,Randy,Breuer,1960-10-11,220.0,104.0,11,45,Center,1983,1993,1983,1,18
76248,Jim,Brewer,1951-12-03,205.0,95.0,9,8,Forward,1973,1981,1973,1,2
76249,Ron,Brewer,1955-09-16,193.0,81.0,8,10,Guard,1978,1985,1978,1,7
76252,Junior,Bridgeman,1953-09-17,195.0,95.0,12,2,Forward,1975,1986,1975,1,8
76257,Allan,Bristow,1951-08-23,200.0,95.0,9,23,Forward,1973,1982,1973,2,21
76260,Mike,Brittain,1963-06-21,213.0,106.0,2,40,Center,1985,1986,1985,2,29
76262,Jim,Brogan,1958-02-24,193.0,83.0,2,15,Guard,1981,1982,Undrafted,Undrafted,Undrafted
76265,Kevin,Brooks,1969-10-12,198.0,90.0,3,43,Forward,1991,1993,1991,1,18
76266,Michael,Brooks,1958-08-17,200.0,99.0,6,35,Forward,1980,1987,1980,1,9
76268,Tony,Brown,1960-07-29,198.0,83.0,7,21,Forward,1984,1991,1982,4,82
76272,Fred,Brown,1948-08-07,190.0,82.0,13,32,Guard,1971,1983,1971,1,6
